state_county_fips,POPESTIMATE2019,STNAME,Abbreviation,STATE,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,PopDensity2010
51067,56042,Virginia,VA,51,45.85,45.25,46.4,81.3
51069,89313,Virginia,VA,51,40.15,39.15,41.1,189.4
51071,16720,Virginia,VA,51,44.25,43.25,45.2,48.6
51073,37348,Virginia,VA,51,43.9,42.55,45.3,169.2
51075,23753,Virginia,VA,51,47.3,46.4,48.05,77.2
51077,15550,Virginia,VA,51,47.35,45.75,48.75,35.1
51079,19819,Virginia,VA,51,40.3,39.2,41.5,117.8
51081,11336,Virginia,VA,51,41.05,39.6,45.3,41.5
51083,33911,Virginia,VA,51,45.65,43.65,47.55,44.3
51085,107766,Virginia,VA,51,42.4,40.9,43.5,213.1
51087,330818,Virginia,VA,51,37.95,36.05,39.75,1313.4
51089,50557,Virginia,VA,51,46.3,44.85,47.65,141.6
51091,2190,Virginia,VA,51,55.2,55.05,55.4,5.6
51093,37109,Virginia,VA,51,44.45,43.2,45.35,111.8
51095,76523,Virginia,VA,51,45.55,44.05,46.9,470.4
51097,7025,Virginia,VA,51,46.4,44.8,47.75,22
51000,8535519,Virginia,VA,51,NULL,NULL,NULL,202.6
51099,26836,Virginia,VA,51,36.8,36.2,37.6,131.3
51101,17148,Virginia,VA,51,40.1,38.8,41.2,58.2
51103,10603,Virginia,VA,51,55.8,54.2,57.1,85.5
51105,23423,Virginia,VA,51,42.85,40.45,45.55,58.8
51107,413538,Virginia,VA,51,35.4,35,35.75,605.8
51109,37591,Virginia,VA,51,44.2,43.5,44.85,66.8
51111,12196,Virginia,VA,51,45,42.75,47.8,29.9
51113,13261,Virginia,VA,51,45.45,44.9,46.1,41.5
51115,8834,Virginia,VA,51,51.9,51.05,52.65,104.5
51117,30587,Virginia,VA,51,48,45.85,49.75,52.3
51119,10582,Virginia,VA,51,53.05,51.6,54.3,84.1
51121,98535,Virginia,VA,51,27.9,26.3,30.05,243.9
51125,14930,Virginia,VA,51,49.25,47.95,50.3,31.9
51127,23091,Virginia,VA,51,43.1,42.2,44.05,87.9
51131,11710,Virginia,VA,51,48.85,45.7,50.9,58.5
51133,12095,Virginia,VA,51,55.75,54.75,56.6,64.5
51135,15232,Virginia,VA,51,41.8,39.7,44.85,50.4
51137,37051,Virginia,VA,51,43.25,41.9,44.45,98.2
51139,23902,Virginia,VA,51,44.35,43.55,45.1,77.3
51141,17608,Virginia,VA,51,48.25,47.05,49.55,38.3
51143,60354,Virginia,VA,51,45.65,44.45,46.95,65.5
51145,29652,Virginia,VA,51,44,42.65,45.4,107.8
51147,22802,Virginia,VA,51,30.9,28.9,33.6,66.8
51149,38353,Virginia,VA,51,37.3,36.65,38.45,134.7
51153,470335,Virginia,VA,51,34.25,33.55,34.95,1195
51155,34027,Virginia,VA,51,45.3,43.75,46.95,109
51157,7370,Virginia,VA,51,49.25,49,49.45,27.7
51159,9023,Virginia,VA,51,44,41,49,48.3
51161,94186,Virginia,VA,51,43.75,42.35,45.15,368.7
51163,22573,Virginia,VA,51,48.15,47.4,48.85,37.3
51165,81948,Virginia,VA,51,41.2,40.1,42.15,89.9
51167,26586,Virginia,VA,51,44.4,43.25,45.45,61
51169,21566,Virginia,VA,51,45.85,44.45,47.1,43.3
51171,43616,Virginia,VA,51,44,42.8,45.2,82.5
51173,30104,Virginia,VA,51,44.15,42.9,45.3,71.4
51175,17631,Virginia,VA,51,45.85,46.35,45.05,31
51177,136215,Virginia,VA,51,37.25,36.1,38.35,304.9
51179,152882,Virginia,VA,51,35,33.75,36.1,479.5
51181,6422,Virginia,VA,51,47.35,46.3,48.15,25.3
51183,11159,Virginia,VA,51,40.6,36.95,47.2,24.7
51185,40595,Virginia,VA,51,43.75,41.7,45.9,86.9
51187,40164,Virginia,VA,51,40.55,39.85,41.2,176
51191,53740,Virginia,VA,51,44.95,43.7,46.2,97.8
51193,18015,Virginia,VA,51,47.95,46.2,49.35,76.1
51195,37383,Virginia,VA,51,39.9,37.9,42,102.8
51197,28684,Virginia,VA,51,44.3,43.1,45.6,63.3
51199,68280,Virginia,VA,51,39.4,37.8,40.6,624.8
51510,159428,Virginia,VA,51,36.1,35.95,36.3,9314.3
51520,16762,Virginia,VA,51,42.15,39.6,44.55,1370.6
51530,6478,Virginia,VA,51,37.6,35.55,39.3,991.9
51540,47266,Virginia,VA,51,30.35,29.85,30.85,4246.4
51550,244835,Virginia,VA,51,36.9,35.35,38.4,652
51570,17370,Virginia,VA,51,41.55,39.4,43.55,2315.3
51580,5538,Virginia,VA,51,43.3,41.55,45.2,1090.2
51590,40044,Virginia,VA,51,41.95,38.55,45,1002.8
51595,5346,Virginia,VA,51,38.2,35.1,40.9,859.7
51600,24019,Virginia,VA,51,39.1,37.25,40.7,3616.8
51610,14617,Virginia,VA,51,39.15,37.8,40.4,6169.1
51620,7967,Virginia,VA,51,40.45,36.8,43.1,1045.8
51630,29036,Virginia,VA,51,29.65,30,29.35,2326.2
51640,6347,Virginia,VA,51,42.4,39.6,45,854.6
51650,134510,Virginia,VA,51,35.6,33.5,37.7,2673.2
51660,53016,Virginia,VA,51,24.75,25.35,24.2,2808.2
51670,22529,Virginia,VA,51,36.5,34.35,38.3,2198
51678,7446,Virginia,VA,51,22.65,21.7,30.95,2820.2
51680,82168,Virginia,VA,51,28.8,27.5,30.25,1538.2
51683,41085,Virginia,VA,51,33.35,32.65,34.2,3827.6
51685,17478,Virginia,VA,51,32.55,32.25,32.95,5632.6
51690,12554,Virginia,VA,51,43.4,40.75,45.3,1261.5
51700,179225,Virginia,VA,51,32.9,31.5,34.5,2630
51710,242742,Virginia,VA,51,30.2,28.5,32.45,4486.4
51720,3981,Virginia,VA,51,39.3,36.55,41.65,529.1
51730,31346,Virginia,VA,51,39.7,36.75,42.1,1413.7
51735,12271,Virginia,VA,51,43.55,42.35,44.6,793.2
51740,94398,Virginia,VA,51,35.3,33.4,37.3,2838.8
51750,18249,Virginia,VA,51,23.6,23.85,23.2,1662.1
51760,230436,Virginia,VA,51,33.3,32.65,34,3414.7
51770,99143,Virginia,VA,51,38.5,36.8,40.2,2279.8
51775,25301,Virginia,VA,51,40.8,38.8,42.7,1717.9
51790,24932,Virginia,VA,51,42.2,41.2,43.35,1188.8
51800,92108,Virginia,VA,51,37.95,36.85,39.2,211.4
51810,449974,Virginia,VA,51,35.2,33.6,37,1758.9
51820,22630,Virginia,VA,51,38.9,36.7,40.8,1396.8
51830,14954,Virginia,VA,51,25.45,25.95,25,1559.3
51840,28078,Virginia,VA,51,36,34.9,37.2,2838
21001,19202,Kentucky,KY,21,39.4,37.95,40.8,46
21003,21315,Kentucky,KY,21,40.2,39.3,41.2,58
21005,22747,Kentucky,KY,21,40.1,38.85,41.2,106.1
21007,7888,Kentucky,KY,21,42.95,41.35,44.3,33.4
21009,44249,Kentucky,KY,21,40.3,38.75,41.8,86.5
21011,12500,Kentucky,KY,21,40,39.25,40.8,41.6
21013,26032,Kentucky,KY,21,41.65,40,43.25,79.9
21015,133581,Kentucky,KY,21,36.55,35.75,37.35,482.3
21017,19788,Kentucky,KY,21,41.6,39.95,43.05,69
21019,46718,Kentucky,KY,21,42.4,40.75,43.95,309.9
21021,30060,Kentucky,KY,21,40.5,38.15,42.9,157.8
21023,8303,Kentucky,KY,21,40.3,39.5,41.2,41.3
21025,12630,Kentucky,KY,21,40.95,39.3,42.55,28.2
21027,20477,Kentucky,KY,21,42.7,41.35,43.8,35.4
21029,81676,Kentucky,KY,21,39.5,38.7,40.2,250.2
21031,12879,Kentucky,KY,21,41.1,40.1,42.15,29.8
21033,12747,Kentucky,KY,21,42.95,41.65,44.15,37.7
21035,39001,Kentucky,KY,21,34,33.35,35,96.6
21037,93584,Kentucky,KY,21,37.55,36.1,39,597
21000,4467673,Kentucky,KY,21,NULL,NULL,NULL,109.9
21039,4760,Kentucky,KY,21,42.7,41.75,43.7,26.9
21041,10631,Kentucky,KY,21,37.8,36.95,38.7,84.1
21043,26797,Kentucky,KY,21,40.35,39.05,41.7,67.7
21045,16159,Kentucky,KY,21,41.7,40.75,42.45,35.9
21047,70461,Kentucky,KY,21,28.55,26.5,31.45,103.1
21049,36263,Kentucky,KY,21,41.1,39.75,42.3,141.1
21051,19901,Kentucky,KY,21,38.6,37.25,40.4,46.3
21053,10218,Kentucky,KY,21,42.3,41.6,43.2,52.1
21055,8806,Kentucky,KY,21,42.65,41.5,44.3,25.9
21057,6614,Kentucky,KY,21,44.65,43.9,45.45,22.5
21059,101511,Kentucky,KY,21,38.8,37.2,40.3,210.9
21061,12150,Kentucky,KY,21,42.9,41.85,43.9,40.2
21063,7517,Kentucky,KY,21,41.6,40.1,44.1,33.5
21065,14106,Kentucky,KY,21,42.55,41.3,43.75,58
21067,323152,Kentucky,KY,21,34.15,33.2,35.15,1042.8
21069,14581,Kentucky,KY,21,40.4,39.6,41.2,41.2
21071,35589,Kentucky,KY,21,40.7,38.85,42.35,100.3
21073,50991,Kentucky,KY,21,40.65,39.15,41.8,237.2
21075,5969,Kentucky,KY,21,42.8,39.4,45.6,33.2
21077,8869,Kentucky,KY,21,38.35,37.75,38.85,84.8
21079,17666,Kentucky,KY,21,42.9,41.75,44,73.5
21081,25069,Kentucky,KY,21,36.35,35.45,37.3,95.6
21083,37266,Kentucky,KY,21,39.9,38.75,41.3,67.3
21085,26427,Kentucky,KY,21,39.95,38.95,41,51.8
21087,10941,Kentucky,KY,21,43.65,42.5,45.1,39.4
21089,35098,Kentucky,KY,21,43.1,41.05,44.65,107.2
21091,8722,Kentucky,KY,21,39.95,39.1,40.9,45.6
21093,110958,Kentucky,KY,21,35.6,33.8,37.6,169.3
21095,26010,Kentucky,KY,21,40.9,39.6,42.15,62.9
21097,18886,Kentucky,KY,21,41.95,40.7,43.1,61.5
21099,19035,Kentucky,KY,21,40.4,39.2,41.5,44.2
21101,45210,Kentucky,KY,21,40.2,38.8,41.45,105.9
21103,16126,Kentucky,KY,21,41.4,39.75,42.7,53.9
21105,4380,Kentucky,KY,21,46.45,44.9,47.95,20.2
21107,44686,Kentucky,KY,21,40.85,39.25,42.5,86.6
21109,13329,Kentucky,KY,21,40.6,39.2,41.8,39.1
21111,766757,Kentucky,KY,21,38.05,36.4,39.75,1948.1
21113,54115,Kentucky,KY,21,36.65,35.65,37.6,282.3
21115,22188,Kentucky,KY,21,41.05,39.6,42.2,89.2
21117,166998,Kentucky,KY,21,36.5,35.6,37.5,996.7
21119,14806,Kentucky,KY,21,41.4,40.4,42.4,46.5
21121,31145,Kentucky,KY,21,39.1,37.3,40.85,82.5
21123,14398,Kentucky,KY,21,40.95,39.2,42.75,54.3
21125,60813,Kentucky,KY,21,39.1,38.2,40,135.6
21127,15317,Kentucky,KY,21,40.7,39.35,41.9,38.2
21129,7403,Kentucky,KY,21,42.75,40.5,45.25,37.8
21131,9877,Kentucky,KY,21,41.4,40.2,42.55,28.2
21133,21553,Kentucky,KY,21,42,40.35,43.35,72.6
21135,13275,Kentucky,KY,21,41.55,41,42.1,28.7
21137,24549,Kentucky,KY,21,40.75,39.35,42,74.1
21139,9194,Kentucky,KY,21,45.7,45.15,46.1,30.4
21141,27102,Kentucky,KY,21,40.6,39.35,41.8,48.6
21143,8210,Kentucky,KY,21,48.35,44.9,52.95,38.9
21145,65418,Kentucky,KY,21,42,40.2,43.65,263.6
21147,17231,Kentucky,KY,21,38.7,37.35,40.3,42.9
21149,9207,Kentucky,KY,21,41.9,40.85,43,37.8
21151,92987,Kentucky,KY,21,34.1,33.3,34.9,189.6
21153,12161,Kentucky,KY,21,40.75,39.6,41.8,43.2
21155,19273,Kentucky,KY,21,38.75,37.4,40.55,57.8
21157,31100,Kentucky,KY,21,44.8,43.65,45.9,104.4
21159,11195,Kentucky,KY,21,37.7,35.4,41.9,56.3
21161,17070,Kentucky,KY,21,40.95,39.2,42.45,72.8
21163,28572,Kentucky,KY,21,36.45,35.9,37,93.6
21165,6489,Kentucky,KY,21,43.25,41.55,44.95,31
21167,21933,Kentucky,KY,21,42.8,40.95,44.6,85.7
21169,10071,Kentucky,KY,21,41.65,40.35,42.95,34.9
21171,10650,Kentucky,KY,21,42.4,40.7,44.05,33.3
21173,28157,Kentucky,KY,21,38.9,37.5,40.1,134.3
21175,13309,Kentucky,KY,21,40.15,38.2,42.95,36.5
21177,30622,Kentucky,KY,21,41.55,39.5,43.75,67.4
21179,46233,Kentucky,KY,21,38.25,37.05,39.5,104
21181,7269,Kentucky,KY,21,41,40.4,41.65,36.6
21183,23994,Kentucky,KY,21,39.7,38.5,40.85,40.6
21185,66799,Kentucky,KY,21,39.3,38.6,40.1,322.2
21187,10901,Kentucky,KY,21,41.9,41.7,42.15,30.9
21189,4415,Kentucky,KY,21,42.5,41.75,43.2,24.1
21191,14590,Kentucky,KY,21,41.1,40.45,41.85,53.7
21193,25758,Kentucky,KY,21,40.7,39.25,42.05,84.5
21195,57876,Kentucky,KY,21,41.25,39.6,42.75,82.6
21197,12359,Kentucky,KY,21,39.2,38.35,39.8,70.5
21199,64979,Kentucky,KY,21,41.7,40.5,42.9,95.8
21201,2108,Kentucky,KY,21,45.75,44.4,46.4,22.8
21203,16695,Kentucky,KY,21,42.1,41.55,42.6,53.9
21205,24460,Kentucky,KY,21,31.15,30.05,32.5,83.4
21207,17923,Kentucky,KY,21,42.9,41.85,43.95,69.2
21209,57004,Kentucky,KY,21,36.15,35.5,36.75,167.4
21211,49024,Kentucky,KY,21,38.75,37.85,39.6,110.8
21213,18572,Kentucky,KY,21,39.3,37.85,40.8,74
21215,19351,Kentucky,KY,21,40.9,40.65,41.15,91.4
21217,25769,Kentucky,KY,21,38.45,36.3,40.9,92
21219,12294,Kentucky,KY,21,37.3,36.65,38.15,33.3
21221,14651,Kentucky,KY,21,45.3,44.95,45.6,32.5
21223,8471,Kentucky,KY,21,41.35,40.85,41.75,58.1
21225,14381,Kentucky,KY,21,36.95,32.9,40.9,43.8
21227,132896,Kentucky,KY,21,32.75,31.6,33.9,210.1
21229,12095,Kentucky,KY,21,40.95,39.6,42.45,39.4
21231,20333,Kentucky,KY,21,42.75,41.6,43.9,45.4
21233,12942,Kentucky,KY,21,40.6,39.55,41.7,41
21235,36264,Kentucky,KY,21,37.5,35.9,39.05,81.4
21237,7157,Kentucky,KY,21,42,40.8,43.15,33.1
21239,26734,Kentucky,KY,21,42.2,41.5,42.8,132.1
29001,25343,Missouri,MO,29,27.85,27.75,27.9,45.1
29003,17712,Missouri,MO,29,41.7,40.9,42.5,40
29005,5143,Missouri,MO,29,46.85,45.55,48.1,10.4
29007,25388,Missouri,MO,29,38.8,37.7,39.5,36.9
29009,35789,Missouri,MO,29,43.05,41.65,44.05,45.7
29011,11754,Missouri,MO,29,40.95,39.35,42.65,21
29013,16172,Missouri,MO,29,41.5,40.15,43.1,20.4
29015,19443,Missouri,MO,29,52.8,52.3,53.4,27.1
29017,12133,Missouri,MO,29,43.1,42.35,43.8,20
29019,180463,Missouri,MO,29,30.25,29.7,30.95,237.3
29021,87364,Missouri,MO,29,36.95,35.45,38.75,218.6
29023,42478,Missouri,MO,29,40.5,38.95,41.9,61.6
29025,9020,Missouri,MO,29,42.1,40.75,43.45,22.1
29027,44743,Missouri,MO,29,38.2,37.45,39.1,53.1
29029,46305,Missouri,MO,29,50.4,50.15,50.65,67.1
29031,78871,Missouri,MO,29,36.3,35.1,37.45,130.8
29033,8679,Missouri,MO,29,42.9,42.2,43.7,13.4
29035,5982,Missouri,MO,29,41.65,41.25,42.05,12.3
29037,105780,Missouri,MO,29,39,37.8,40.2,142.8
29039,14349,Missouri,MO,29,44.85,43.45,46.2,29.5
29041,7426,Missouri,MO,29,45.95,44.55,47.25,10.4
29043,88595,Missouri,MO,29,37.35,36.5,38.2,137.6
29045,6797,Missouri,MO,29,43.3,41.85,44.85,14.1
29047,249948,Missouri,MO,29,36.8,35.7,37.9,558.6
29049,20387,Missouri,MO,29,41.45,40.65,42.2,49.5
29051,76745,Missouri,MO,29,38.3,37.15,39.7,193
29053,17709,Missouri,MO,29,39.1,35.75,42.55,31.2
29000,6137428,Missouri,MO,29,NULL,NULL,NULL,87.1
29055,23920,Missouri,MO,29,41.55,41,42.1,33.3
29057,7561,Missouri,MO,29,46.6,44.5,48.8,16.1
29059,16878,Missouri,MO,29,43,41.65,44.15,31
29061,8278,Missouri,MO,29,41,40.2,41.85,15
29063,12547,Missouri,MO,29,40.55,38.9,44.4,30.6
29065,15573,Missouri,MO,29,43.65,42.35,44.85,20.8
29067,13185,Missouri,MO,29,46.65,45.55,47.65,16.8
29069,29131,Missouri,MO,29,39.3,37.7,40.9,59.1
29071,103967,Missouri,MO,29,40.45,39.05,41.75,110
29073,14706,Missouri,MO,29,45.85,44.6,47.1,29.4
29075,6571,Missouri,MO,29,41.25,40.25,42.1,13.7
29077,293086,Missouri,MO,29,35.8,34.3,37.25,407.5
29079,9850,Missouri,MO,29,41.35,39.5,42.75,23.6
29081,8352,Missouri,MO,29,42.75,40.55,45.1,12.4
29083,21824,Missouri,MO,29,43.55,42.65,44.45,32
29085,9544,Missouri,MO,29,54.5,54.4,54.55,24.1
29087,4403,Missouri,MO,29,47.3,45.9,48.75,10.6
29089,10001,Missouri,MO,29,39.2,38.1,40.35,21.9
29091,40117,Missouri,MO,29,40.4,38.55,42.15,43.6
29093,10125,Missouri,MO,29,44.05,42.95,45.25,19.3
29095,703011,Missouri,MO,29,36.55,35.3,37.85,1115.3
29097,121328,Missouri,MO,29,35.7,34.45,37.05,183.9
29099,225081,Missouri,MO,29,38.65,37.65,39.7,333.1
29101,54062,Missouri,MO,29,29.8,28.7,30.9,63.4
29103,3959,Missouri,MO,29,43.65,42,45.5,8.2
29105,35723,Missouri,MO,29,39.8,38.65,40.9,46.5
29107,32708,Missouri,MO,29,41.55,40.1,42.9,53.1
29109,38355,Missouri,MO,29,39.8,38.65,40.85,63.2
29111,9776,Missouri,MO,29,38.9,37.6,40.5,20.2
29113,59013,Missouri,MO,29,36.65,36.2,37.05,83.9
29115,11920,Missouri,MO,29,42.4,40.8,44.15,20.7
29117,15227,Missouri,MO,29,41,40.15,41.55,28.5
29119,22837,Missouri,MO,29,38.05,36.95,39.05,42.8
29121,15117,Missouri,MO,29,43,41.45,44.4,19.4
29123,12088,Missouri,MO,29,41.4,40,42.6,24.7
29125,8697,Missouri,MO,29,44.15,43.5,44.75,17.4
29127,28530,Missouri,MO,29,39.3,38.4,40.3,65.9
29129,3617,Missouri,MO,29,43.7,42.9,44.5,8.3
29131,25619,Missouri,MO,29,41.2,40.15,42.1,41.8
29133,13180,Missouri,MO,29,39.45,38,41.8,34.9
29135,16132,Missouri,MO,29,37.85,37.1,38.9,37.6
29137,8644,Missouri,MO,29,44.8,43.65,46.2,13.6
29139,11551,Missouri,MO,29,43.55,42.1,45.05,22.8
29141,20627,Missouri,MO,29,46.35,45.7,47.15,34.4
29143,17076,Missouri,MO,29,41.15,39.6,42.75,28.1
29145,58236,Missouri,MO,29,39.6,37.9,41.25,93
29147,22092,Missouri,MO,29,28.8,28.55,29.2,26.6
29149,10529,Missouri,MO,29,45.6,44.8,46.2,13.8
29151,13615,Missouri,MO,29,40.45,39.05,41.95,23
29153,9174,Missouri,MO,29,50.4,50.25,50.55,13.1
29155,15805,Missouri,MO,29,37.35,35.65,38.8,37.1
29157,19136,Missouri,MO,29,40.1,38.95,41.15,40
29159,42339,Missouri,MO,29,37.2,35.95,38.55,61.9
29161,44573,Missouri,MO,29,34.65,31.1,38.85,67.2
29163,18302,Missouri,MO,29,39.9,38.55,41.8,27.6
29165,104418,Missouri,MO,29,38.4,37.45,39.3,212.6
29167,32149,Missouri,MO,29,38,36.5,39.4,49
29169,52607,Missouri,MO,29,27,24.9,30.3,95.5
29171,4696,Missouri,MO,29,45.9,44.05,47.35,9.6
29173,10309,Missouri,MO,29,44.35,43.95,44.75,21.6
29175,24748,Missouri,MO,29,38.55,37.1,40.55,52.7
29177,23018,Missouri,MO,29,41.85,40.7,43.1,41.3
29179,6270,Missouri,MO,29,45.55,44.65,46.5,8.3
29181,13288,Missouri,MO,29,42.1,41,43.25,22.4
29183,402022,Missouri,MO,29,37.7,36.5,38.85,643.2
29185,9397,Missouri,MO,29,49.35,48.45,50.1,14.6
29186,17894,Missouri,MO,29,43.45,42.75,44.2,36.4
29187,67215,Missouri,MO,29,38.65,37.4,40.45,144.6
29189,994205,Missouri,MO,29,40.25,38,42.15,1967.2
29195,22761,Missouri,MO,29,38.25,36.45,40,30.9
29197,4660,Missouri,MO,29,41.2,40.25,41.85,14.4
29199,4902,Missouri,MO,29,37.7,36.15,39.5,11.1
29201,38280,Missouri,MO,29,39.35,37.55,41.1,93.3
29203,8166,Missouri,MO,29,44.4,43.65,45.2,8.4
29205,5930,Missouri,MO,29,42.3,40.9,43.85,12.7
29207,29025,Missouri,MO,29,41.75,40.25,43.15,36.4
29209,31952,Missouri,MO,29,52.2,51.8,52.55,69.4
29211,6089,Missouri,MO,29,42.25,41,43.35,10.4
29213,55928,Missouri,MO,29,41.55,40.15,42.9,81.7
29215,25398,Missouri,MO,29,42.7,40.6,44.75,22.1
29217,20563,Missouri,MO,29,40.55,39.35,41.55,25.6
29219,35649,Missouri,MO,29,40.35,39.65,41.1,75.9
29221,24730,Missouri,MO,29,40.35,39.85,40.9,33.2
29223,12873,Missouri,MO,29,46.65,46,47.35,17.8
29225,39592,Missouri,MO,29,37.5,36.5,38.55,61.1
29227,2013,Missouri,MO,29,48,46.5,49.25,8.1
29229,18289,Missouri,MO,29,41.1,39.7,42.35,27.6
29510,300576,Missouri,MO,29,34.85,34.15,35.6,5157.5
20001,12369,Kansas,KS,20,40.9,38.9,43.15,26.7
20003,7858,Kansas,KS,20,42.1,40.7,43.5,14
20005,16073,Kansas,KS,20,36.55,35.45,37.85,39.3
20007,4427,Kansas,KS,20,44.75,43.35,46.25,4.3
20009,25779,Kansas,KS,20,39.65,37.95,41.35,30.9
20011,14534,Kansas,KS,20,38.45,35.9,41.1,23.9
20013,9564,Kansas,KS,20,41.7,39.6,43.6,17.5
20015,66911,Kansas,KS,20,37.6,36.35,38.9,46.1
20017,2648,Kansas,KS,20,45.6,43.15,47.7,3.6
20019,3250,Kansas,KS,20,48.25,46.8,49.9,5.7
20021,19939,Kansas,KS,20,41.65,40.55,42.65,36.8
20023,2657,Kansas,KS,20,49.05,45.1,51.65,2.7
20025,1994,Kansas,KS,20,41.8,38.75,45.45,2.3
20027,8002,Kansas,KS,20,43,41.45,44.7,13.2
20029,8786,Kansas,KS,20,41.5,38.45,44.35,13.3
20031,8179,Kansas,KS,20,43.95,42.8,44.85,13.7
20033,1700,Kansas,KS,20,45.35,45.1,45.7,2.4
20035,34908,Kansas,KS,20,38.45,37.2,39.8,32.3
20000,2913314,Kansas,KS,20,NULL,NULL,NULL,34.9
20037,38818,Kansas,KS,20,32.75,30.75,35.15,66.4
20039,2827,Kansas,KS,20,51.25,49.95,52.5,3.3
20041,18466,Kansas,KS,20,41.25,39.9,42.7,23.3
20043,7600,Kansas,KS,20,39.85,38.4,41.35,20.2
20045,122259,Kansas,KS,20,28.9,28.1,29.75,243.1
20047,2798,Kansas,KS,20,44.75,44.45,44.9,4.9
20049,2530,Kansas,KS,20,50.2,48.65,51.5,4.5
20051,28553,Kansas,KS,20,32.3,31.2,33.8,31.6
20053,6102,Kansas,KS,20,43.5,40.05,48.3,9.1
20055,36467,Kansas,KS,20,30.4,29.65,31.25,28.2
20057,33619,Kansas,KS,20,30.9,30.25,31.7,30.8
20059,25544,Kansas,KS,20,38.9,37.7,39.95,45.5
20061,31670,Kansas,KS,20,26.4,25.7,27.3,89.3
20063,2636,Kansas,KS,20,44.6,43.15,46.55,2.5
20065,2482,Kansas,KS,20,49.85,48.1,51.6,2.9
20067,7150,Kansas,KS,20,32.8,32,33.7,13.6
20069,5988,Kansas,KS,20,35.7,35.35,35.7,6.9
20071,1232,Kansas,KS,20,43.8,42.55,44.55,1.6
20073,5982,Kansas,KS,20,47.7,46.95,48.5,5.9
20075,2539,Kansas,KS,20,34.6,33.45,35.8,2.7
20077,5436,Kansas,KS,20,43.1,40.6,46.15,7.5
20079,34429,Kansas,KS,20,38.9,37.1,40.6,64.3
20081,3968,Kansas,KS,20,35.45,34.2,36.55,7.4
20083,1794,Kansas,KS,20,45.95,46.4,45.3,2.2
20085,13171,Kansas,KS,20,41.15,39.8,42.45,20.5
20087,19043,Kansas,KS,20,43.35,42.55,44.15,35.9
20089,2879,Kansas,KS,20,52.45,50.8,53.7,3.4
20091,602401,Kansas,KS,20,36.95,35.8,38.1,1149.6
20093,3838,Kansas,KS,20,34.75,32.5,37.1,4.6
20095,7152,Kansas,KS,20,44.7,43.4,45.9,9.1
20097,2475,Kansas,KS,20,41.45,41.5,42.1,3.5
20099,19618,Kansas,KS,20,41.15,39.25,43.2,33.5
20101,1535,Kansas,KS,20,46.2,45.45,46.9,2.4
20103,81758,Kansas,KS,20,37.45,36.7,38.6,164.7
20105,2962,Kansas,KS,20,46.4,44.8,47.9,4.5
20107,9703,Kansas,KS,20,44.8,44.55,45,16.3
20109,2794,Kansas,KS,20,42.25,40.2,45.1,2.6
20111,33195,Kansas,KS,20,32.6,32.2,33.05,39.8
20113,28542,Kansas,KS,20,40.65,39.2,42.45,32.5
20115,11884,Kansas,KS,20,44.7,43.1,46.45,13.4
20117,9707,Kansas,KS,20,44.2,43.25,45.25,11.2
20119,4033,Kansas,KS,20,39.35,37.2,40.75,4.7
20121,34237,Kansas,KS,20,40.7,39.7,41.75,57
20123,5979,Kansas,KS,20,43.65,41.05,46.65,9.1
20125,31829,Kansas,KS,20,40,37.85,42.05,55.1
20127,5620,Kansas,KS,20,47.35,46.15,48.85,8.5
20129,2587,Kansas,KS,20,39.7,38.65,40.75,4.4
20131,10231,Kansas,KS,20,41.25,39.3,43.2,14.2
20133,16007,Kansas,KS,20,40.05,38.9,41.55,28.9
20135,2750,Kansas,KS,20,48.05,46.45,49.2,2.9
20137,5361,Kansas,KS,20,43.35,40.55,47.55,6.5
20139,15949,Kansas,KS,20,43.15,42.1,44,23.1
20141,3421,Kansas,KS,20,47.85,45.85,49.5,4.3
20143,5704,Kansas,KS,20,42.7,40.85,44.8,8.5
20145,6414,Kansas,KS,20,43.5,41.4,46.95,9.2
20147,5234,Kansas,KS,20,45.25,43.7,46.75,6.4
20149,24383,Kansas,KS,20,34.8,34,35.6,25.7
20151,9164,Kansas,KS,20,39.35,36.65,42.2,13.1
20153,2530,Kansas,KS,20,50.45,49.15,51.95,2.4
20155,61998,Kansas,KS,20,39.9,37.9,42.45,51.4
20157,4636,Kansas,KS,20,50.8,49.7,51.8,6.9
20159,9537,Kansas,KS,20,38.6,36.5,41.15,13.9
20161,74232,Kansas,KS,20,24.75,24.45,25.4,116.6
20163,4920,Kansas,KS,20,44.1,42.65,45.25,5.8
20165,3036,Kansas,KS,20,48.7,47.4,50.1,4.6
20167,6856,Kansas,KS,20,46.4,44.5,48.05,7.9
20169,54224,Kansas,KS,20,38.3,36.55,40,77.2
20171,4823,Kansas,KS,20,40.7,39.15,42.2,6.9
20173,516042,Kansas,KS,20,34.75,33.75,35.75,499.6
20175,21428,Kansas,KS,20,29.1,28.45,29.9,35.9
20177,176875,Kansas,KS,20,38.6,37.15,40.05,327.1
20179,2521,Kansas,KS,20,46.35,45.35,47.5,2.9
20181,5917,Kansas,KS,20,40.25,38.1,42.3,5.7
20183,3583,Kansas,KS,20,50.4,49.55,51.45,4.3
20185,4156,Kansas,KS,20,44.6,42.75,46.75,5.6
20187,2006,Kansas,KS,20,37.3,36,38.45,3.3
20189,5485,Kansas,KS,20,34.9,35.15,34.9,7.9
