state_county_fips,POPESTIMATE2019,STNAME,Abbreviation,STATE,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,PopDensity2010
31051,5636,Nebraska,NE,31,42.05,41.25,43.05,12.6
31053,36565,Nebraska,NE,31,40.1,38.75,41.5,69.4
31055,571327,Nebraska,NE,31,34.1,33.3,34.95,1574.4
31057,1693,Nebraska,NE,31,47.65,46.2,48.9,2.2
31000,1934408,Nebraska,NE,31,NULL,NULL,NULL,23.8
31059,5462,Nebraska,NE,31,46.55,45.2,48,10.2
31061,2979,Nebraska,NE,31,50.1,49.6,50.25,5.6
31063,2627,Nebraska,NE,31,43.7,43.05,44.5,2.8
31065,4676,Nebraska,NE,31,46.75,44.95,48.6,6.9
31067,21513,Nebraska,NE,31,43.75,42.2,45.35,26.2
31069,1837,Nebraska,NE,31,50.95,49.3,53.1,1.2
31071,1969,Nebraska,NE,31,51.35,50.3,51.9,3.6
31073,1990,Nebraska,NE,31,47.05,45.45,48.7,4.5
31075,623,Nebraska,NE,31,48.1,45.75,49.45,0.8
31077,2356,Nebraska,NE,31,46.4,45.65,47.05,4.5
31079,61353,Nebraska,NE,31,35.8,34.75,36.95,107.3
31081,9324,Nebraska,NE,31,42.3,40.45,43.75,16.8
31083,3380,Nebraska,NE,31,49.2,48.45,49.9,6.2
31085,922,Nebraska,NE,31,48.5,49.25,48.9,1.4
31087,2762,Nebraska,NE,31,47.6,45.7,49,4.1
31089,10067,Nebraska,NE,31,45.35,43.6,47.1,4.3
31091,682,Nebraska,NE,31,50.1,48.4,52.3,1
31093,6445,Nebraska,NE,31,43.15,41.7,44.5,11
31095,7046,Nebraska,NE,31,46.3,44.9,47.6,13.2
31097,5071,Nebraska,NE,31,42.5,39.75,47.4,13.9
31099,6495,Nebraska,NE,31,42.25,41.1,43.5,12.6
31101,8034,Nebraska,NE,31,48.35,47.55,49.3,7.9
31103,806,Nebraska,NE,31,52.2,51.85,52.15,1.1
31105,3632,Nebraska,NE,31,45.9,44.1,47.55,4
31107,8332,Nebraska,NE,31,46.5,44.8,48.15,7.9
31109,319090,Nebraska,NE,31,33.05,32.25,33.9,340.8
31111,34914,Nebraska,NE,31,39.9,38.95,40.95,14.2
31113,748,Nebraska,NE,31,42.5,42.4,42.85,1.3
31115,664,Nebraska,NE,31,51.05,50.45,51.3,1.1
31117,494,Nebraska,NE,31,47.1,46.05,48.15,0.6
31119,35099,Nebraska,NE,31,37,35.6,38.35,60.9
31121,7755,Nebraska,NE,31,42.8,42.2,43.3,16.2
31123,4642,Nebraska,NE,31,42.9,42.65,43.55,3.5
31125,3519,Nebraska,NE,31,44.65,42.85,46.1,8.5
31127,6972,Nebraska,NE,31,38.8,37.5,41.2,17.8
31129,4148,Nebraska,NE,31,49.4,47.35,51.35,7.8
31131,16012,Nebraska,NE,31,42.45,40.95,44.1,25.6
31133,2613,Nebraska,NE,31,49.4,48,50.95,6.4
31135,2891,Nebraska,NE,31,43.75,40.85,46.45,3.4
31137,9034,Nebraska,NE,31,41.95,39.95,43.8,17
31139,7148,Nebraska,NE,31,42.1,40.45,43.55,12.7
31141,33470,Nebraska,NE,31,37.9,36.6,39.3,47.8
31143,5213,Nebraska,NE,31,45.3,44.8,45.65,12.3
31145,10724,Nebraska,NE,31,41.6,39.5,43.55,15.4
31147,7865,Nebraska,NE,31,47.35,45.6,48.95,15.2
31149,1357,Nebraska,NE,31,50.5,48.65,52.95,1.5
31151,14224,Nebraska,NE,31,36,34.65,37.5,24.7
31153,187196,Nebraska,NE,31,33.75,32.75,34.7,664.6
31155,21578,Nebraska,NE,31,41.55,40.55,42.6,27.7
31157,35618,Nebraska,NE,31,39,37.4,40.8,50
31159,17284,Nebraska,NE,31,37.3,35.6,39.3,29.3
31161,5246,Nebraska,NE,31,46.3,44.35,48.1,2.2
31163,3001,Nebraska,NE,31,48.6,47.05,50.25,5.6
31165,1166,Nebraska,NE,31,48.15,49.15,48,0.6
31167,5920,Nebraska,NE,31,39.25,38.15,40.65,14.3
31169,5003,Nebraska,NE,31,48,46.6,49.2,9.1
31171,722,Nebraska,NE,31,44.8,42.55,47.75,0.9
31173,7224,Nebraska,NE,31,28.65,27.25,30.25,17.6
31175,4158,Nebraska,NE,31,45.9,45.25,46.6,7.5
31177,20729,Nebraska,NE,31,41.75,40.65,42.95,51.9
31179,9385,Nebraska,NE,31,31,29.95,31.9,21.7
31181,3487,Nebraska,NE,31,46.65,45.55,47.6,6.6
31183,783,Nebraska,NE,31,49.1,48.8,48.8,1.4
31185,13679,Nebraska,NE,31,40.55,38.65,42.5,23.9
18001,35777,Indiana,IN,18,33.95,32.4,35.5,101.4
18003,379299,Indiana,IN,18,35.65,34.65,36.75,540.6
18005,83779,Indiana,IN,18,37.85,36.35,39.4,188.7
18007,8748,Indiana,IN,18,40.3,38,42.4,21.8
18009,11758,Indiana,IN,18,43.45,41.95,44.95,77.3
18011,67843,Indiana,IN,18,38.15,36.9,39.4,133.9
18013,15092,Indiana,IN,18,48.35,47.6,48.95,48.9
18015,20257,Indiana,IN,18,42.1,41.55,42.7,54.1
18017,37689,Indiana,IN,18,39.85,38.25,41.45,94.5
18019,118302,Indiana,IN,18,38.65,37.4,39.95,295.6
18021,26225,Indiana,IN,18,40.6,39.8,41.5,75.2
18023,32399,Indiana,IN,18,37.9,36.6,39.25,82
18025,10577,Indiana,IN,18,42.8,42.75,42.85,35.1
18027,33351,Indiana,IN,18,34.9,33.7,36.25,73.7
18029,49458,Indiana,IN,18,41.5,40.5,42.4,164.1
18031,26559,Indiana,IN,18,39,37.85,40.2,69.1
18000,6732219,Indiana,IN,18,NULL,NULL,NULL,181
18033,43475,Indiana,IN,18,39.1,38.2,39.95,116.4
18035,114135,Indiana,IN,18,34.9,33.6,36.1,300.1
18037,42736,Indiana,IN,18,40.3,39.1,41.6,98
18039,206341,Indiana,IN,18,35.3,34.25,36.4,426.5
18041,23102,Indiana,IN,18,42.05,40.9,43.2,112.9
18043,78522,Indiana,IN,18,39.75,38.55,40.85,504.1
18045,16346,Indiana,IN,18,42.75,40.8,44.2,43.6
18047,22758,Indiana,IN,18,41.15,40.2,42.15,60.1
18049,19974,Indiana,IN,18,41.15,39.75,42.45,56.6
18051,33659,Indiana,IN,18,40.25,39,41.55,68.7
18053,65769,Indiana,IN,18,40.2,39.15,41.1,169.2
18055,31922,Indiana,IN,18,42.4,41.4,43.4,61.1
18057,338011,Indiana,IN,18,36.2,35.4,36.9,696.4
18059,78168,Indiana,IN,18,40.1,39,41.15,228.8
18061,40515,Indiana,IN,18,41.5,40.3,42.55,81.2
18063,170311,Indiana,IN,18,37.25,36.3,38.25,357.4
18065,47972,Indiana,IN,18,42.2,40.5,44.3,126.2
18067,82544,Indiana,IN,18,41.4,39.7,42.8,282.4
18069,36520,Indiana,IN,18,39.8,38.5,41.1,97
18071,44231,Indiana,IN,18,38.85,37.6,40.1,83.2
18073,33562,Indiana,IN,18,39.05,37.7,40.4,59.8
18075,20436,Indiana,IN,18,39.35,37.65,41.05,55.4
18077,32308,Indiana,IN,18,40.6,40.2,40.9,89.9
18079,27735,Indiana,IN,18,39.75,39.05,40.45,75.7
18081,158167,Indiana,IN,18,37.2,36.05,38.25,435.8
18083,36594,Indiana,IN,18,38.35,35.2,41.35,74.5
18085,79456,Indiana,IN,18,38.1,36.9,39.2,145.6
18087,39614,Indiana,IN,18,31.2,30.15,32.25,97.8
18089,485493,Indiana,IN,18,38.2,36.7,39.65,994.1
18091,109888,Indiana,IN,18,40.15,38.4,42.2,186.3
18093,45370,Indiana,IN,18,42.6,41.2,44.05,102.7
18095,129569,Indiana,IN,18,40.25,38.65,41.85,291.3
18097,964582,Indiana,IN,18,34.2,33.2,35.15,2279.6
18099,46258,Indiana,IN,18,39.2,37.7,40.6,106.1
18101,10255,Indiana,IN,18,42.2,40.8,43.7,30.8
18103,35516,Indiana,IN,18,40.3,38.9,42.1,98.7
18105,148431,Indiana,IN,18,28.5,27.55,29.6,349.7
18107,38338,Indiana,IN,18,40.2,38.05,42.2,75.6
18109,70489,Indiana,IN,18,41.15,40.15,41.95,170.5
18111,13984,Indiana,IN,18,42.95,42.1,43.8,35.5
18113,47744,Indiana,IN,18,38.2,37.4,39.05,115.7
18115,5875,Indiana,IN,18,45.75,45.1,46.4,71.1
18117,19646,Indiana,IN,18,41.7,40.65,42.7,49.8
18119,20799,Indiana,IN,18,43.85,43.35,44.35,56
18121,16937,Indiana,IN,18,41.8,42.05,41.6,39
18123,19169,Indiana,IN,18,40.9,38.75,43.55,50.7
18125,12389,Indiana,IN,18,43.75,43.05,44.5,38.4
18127,170389,Indiana,IN,18,39.15,37.95,40.35,393
18129,25427,Indiana,IN,18,42.5,41.6,43.3,63.3
18131,12353,Indiana,IN,18,42.1,40.8,43.6,30.9
18133,37576,Indiana,IN,18,38.6,37.05,40.4,79
18135,24665,Indiana,IN,18,41.85,40.95,42.9,57.9
18137,28324,Indiana,IN,18,40.4,39.1,41.45,64.6
18139,16581,Indiana,IN,18,42,41.1,42.8,42.6
18141,271826,Indiana,IN,18,36.5,35.25,37.7,583
18143,23873,Indiana,IN,18,40.75,39.95,41.5,127
18145,44729,Indiana,IN,18,40.8,39.55,42.1,108.1
18147,20277,Indiana,IN,18,43,42.2,43.65,52.8
18149,22995,Indiana,IN,18,41.5,40.95,42.1,75.6
18151,34594,Indiana,IN,18,41.85,40.7,43.05,110.7
18153,20669,Indiana,IN,18,40.45,38.4,43.2,48
18155,10751,Indiana,IN,18,40.2,39.5,41.05,48.1
18157,195732,Indiana,IN,18,27.8,26.35,29.6,345.7
18159,15148,Indiana,IN,18,43.75,42.3,45.15,61.2
18161,7054,Indiana,IN,18,42.65,40.95,43.9,46.6
18163,181451,Indiana,IN,18,37.65,36.35,39.1,769.7
18165,15498,Indiana,IN,18,42.5,40.65,44.35,63.1
18167,107038,Indiana,IN,18,36.05,34.35,38.05,267.4
18169,30996,Indiana,IN,18,41.85,40.25,43.4,79.7
18171,8265,Indiana,IN,18,43.9,43.4,44.25,23.3
18173,62998,Indiana,IN,18,40.55,39.4,41.65,155.1
18175,28036,Indiana,IN,18,40.65,39.6,41.75,55
18177,65884,Indiana,IN,18,41.15,39.3,42.85,171.5
18179,28296,Indiana,IN,18,40.2,38.8,41.8,75.1
18181,24102,Indiana,IN,18,42.6,41.15,44.05,48.8
18183,33964,Indiana,IN,18,41.05,39.55,42.55,99.2
39001,27698,Ohio,OH,39,40.9,40.5,41.3,48.9
39003,102351,Ohio,OH,39,38.5,36.55,40.6,264.2
39005,53484,Ohio,OH,39,39.8,38.5,41.1,125.6
39007,97241,Ohio,OH,39,42.2,40.8,43.55,144.6
39009,65327,Ohio,OH,39,28.45,27.85,29.15,128.6
39011,45656,Ohio,OH,39,40.7,39.5,42,114.5
39013,67006,Ohio,OH,39,43.65,41.05,46.65,132.3
39015,43432,Ohio,OH,39,41.2,40.5,41.85,91.5
39017,383134,Ohio,OH,39,36.5,35.3,37.7,788.2
39019,26914,Ohio,OH,39,44.3,43.3,45.4,73.1
39021,38885,Ohio,OH,39,41.2,39.95,42.3,93.5
39023,134083,Ohio,OH,39,41.1,39.7,42.5,348
39025,206428,Ohio,OH,39,39.5,38.2,40.7,436.5
39027,41968,Ohio,OH,39,39.2,37.85,40.45,102.9
39029,101883,Ohio,OH,39,43.4,41.9,45.1,202.7
39031,36600,Ohio,OH,39,41.45,39.9,42.85,65.4
39033,41494,Ohio,OH,39,42.85,41.75,43.95,109
39035,1235072,Ohio,OH,39,40.3,38.4,42.2,2800
39037,51113,Ohio,OH,39,41.7,40.3,43,88.5
39039,38087,Ohio,OH,39,39.95,38.55,41.25,94.9
39041,209177,Ohio,OH,39,38.15,37.55,38.75,393.2
39043,74266,Ohio,OH,39,44.2,43.2,45.1,306.4
39045,157574,Ohio,OH,39,39.05,37.65,40.55,289.8
39047,28525,Ohio,OH,39,40.25,38.7,41.65,71.4
39049,1316756,Ohio,OH,39,33.8,32.85,34.75,2186.1
39051,42126,Ohio,OH,39,40.8,39.3,41.95,105.3
39053,29898,Ohio,OH,39,40.95,39.2,42.3,66.3
39055,93649,Ohio,OH,39,44.15,43.2,45.05,233.4
39057,168937,Ohio,OH,39,37.75,36.1,39.4,390.5
39059,38875,Ohio,OH,39,42.2,40.7,43.3,76.8
39061,817473,Ohio,OH,39,36.95,35.3,38.65,1976.7
39063,75783,Ohio,OH,39,38.95,37.8,39.95,140.7
39065,31365,Ohio,OH,39,35.5,34,36.9,68.1
39067,15040,Ohio,OH,39,45.35,44.65,46.15,39.4
39069,27006,Ohio,OH,39,40.65,39.5,41.85,67.8
39071,43161,Ohio,OH,39,40.35,39.1,41.5,78.8
39073,28264,Ohio,OH,39,42.05,41.5,42.9,69.7
39000,11689100,Ohio,OH,39,NULL,NULL,NULL,282.3
39075,43960,Ohio,OH,39,30.3,29.3,31.3,100.3
39077,58266,Ohio,OH,39,39.45,38.2,40.8,121.3
39079,32413,Ohio,OH,39,39.6,38.25,40.85,79
39081,65325,Ohio,OH,39,44.35,43.15,45.65,170.7
39083,62322,Ohio,OH,39,38.8,37.65,40.05,115.9
39085,230149,Ohio,OH,39,43.3,41.7,44.75,1011.2
39087,59463,Ohio,OH,39,41.3,39.8,42.6,137.7
39089,176862,Ohio,OH,39,39.8,38.6,41,243.9
39091,45672,Ohio,OH,39,40.9,40.05,41.8,100
39093,309833,Ohio,OH,39,41.1,39.55,42.45,613.6
39095,428348,Ohio,OH,39,37.7,36,39.3,1296.2
39097,44731,Ohio,OH,39,40,38.85,41.65,93.2
39099,228683,Ohio,OH,39,43.35,41.25,45.45,580.2
39101,65093,Ohio,OH,39,40.95,39.65,42.55,164.7
39103,179746,Ohio,OH,39,41.7,40.65,42.6,409
39105,22907,Ohio,OH,39,42.65,42.1,43.05,55.3
39107,41172,Ohio,OH,39,39.35,38,40.7,88.3
39109,106987,Ohio,OH,39,41.3,39.9,42.7,252.1
39111,13654,Ohio,OH,39,45.5,44.75,46.3,32.1
39113,531687,Ohio,OH,39,39.2,37.4,41.05,1159.5
39115,14508,Ohio,OH,39,43.6,42.45,44.8,36.2
39117,35328,Ohio,OH,39,41.05,40,42,85.8
39119,86215,Ohio,OH,39,40.1,38.45,41.6,129.5
39121,14424,Ohio,OH,39,51.2,54.95,44,36.8
39123,40525,Ohio,OH,39,47.85,46.8,48.65,162.5
39125,18672,Ohio,OH,39,41.45,40.4,42.4,47.1
39127,36134,Ohio,OH,39,39.9,39,40.7,88.4
39129,58457,Ohio,OH,39,39.2,37.8,41,111.1
39131,27772,Ohio,OH,39,40.5,39.2,41.65,65.2
39133,162466,Ohio,OH,39,37.65,36.8,38.5,331.2
39135,40882,Ohio,OH,39,41.9,40.6,43.05,99.7
39137,33861,Ohio,OH,39,39.55,38.6,40.4,71.5
39139,121154,Ohio,OH,39,41.35,39.2,43.8,251.3
39141,76666,Ohio,OH,39,40.75,39.8,42.1,113.3
39143,58518,Ohio,OH,39,41.4,40.05,42.65,149.2
39145,75314,Ohio,OH,39,39.85,37.8,41.85,130.3
39147,55178,Ohio,OH,39,39.5,37.7,41.2,103
39149,48590,Ohio,OH,39,38.9,37.9,39.85,121.2
39151,370606,Ohio,OH,39,41.85,40.1,43.2,652.9
39153,541013,Ohio,OH,39,40.75,39,42.3,1312.6
39155,197974,Ohio,OH,39,43.7,42,45.3,340.1
39157,91987,Ohio,OH,39,41.55,39.9,43.25,163.1
39159,58988,Ohio,OH,39,37.4,37.15,37.55,121.1
39161,28275,Ohio,OH,39,41,39.7,42.45,70.3
39163,13085,Ohio,OH,39,41.2,40.2,42.2,32.6
39165,234602,Ohio,OH,39,38.8,37.6,39.95,530
39167,59911,Ohio,OH,39,43.6,42.4,44.65,97.8
39169,115710,Ohio,OH,39,38.4,36.9,40,206.4
39171,36692,Ohio,OH,39,41.35,39.9,42.75,89.4
39173,130817,Ohio,OH,39,34.85,33.7,36.1,203.3
39175,21772,Ohio,OH,39,41.2,39.9,42.6,55.6
27001,15886,Minnesota,MN,27,54.05,53.95,54.15,8.9
27003,356921,Minnesota,MN,27,38.1,37.2,38.9,782.1
27005,34423,Minnesota,MN,27,42.1,41.5,42.75,24.7
27007,47188,Minnesota,MN,27,33.35,32.15,34.75,17.7
27009,40889,Minnesota,MN,27,35.15,34.6,35.8,94.2
27011,4991,Minnesota,MN,27,48.95,47.45,50.25,10.6
27013,67653,Minnesota,MN,27,30.45,29.7,31.35,85.6
27015,25008,Minnesota,MN,27,42.95,40.65,44.95,42.4
27017,35871,Minnesota,MN,27,41,39.75,42.45,41.1
27019,105089,Minnesota,MN,27,37.05,36.4,37.75,256.9
27021,29779,Minnesota,MN,27,48.25,47.8,48.6,14.1
27023,11800,Minnesota,MN,27,42.8,40.4,44.6,21.4
27025,56579,Minnesota,MN,27,40.55,39.6,41.45,129.9
27027,64222,Minnesota,MN,27,32.2,31.75,32.6,56.4
27029,8818,Minnesota,MN,27,42.05,40.85,43.45,8.7
27031,5463,Minnesota,MN,27,51.65,51.1,52.05,3.6
27033,11196,Minnesota,MN,27,43.9,42.1,45.45,18.3
27035,65055,Minnesota,MN,27,43.65,42.65,44.75,62.6
27037,429021,Minnesota,MN,27,37.55,36.4,38.75,709
27039,20934,Minnesota,MN,27,37.4,36.95,37.9,45.7
27041,38141,Minnesota,MN,27,43.85,42.1,45.5,56.5
27043,13653,Minnesota,MN,27,45.7,43.7,47.45,20.4
27045,21067,Minnesota,MN,27,42.8,41.25,44.3,24.2
27047,30281,Minnesota,MN,27,44.3,42.7,45.85,44.2
27049,46340,Minnesota,MN,27,42.7,41.4,43.95,61
27000,5639632,Minnesota,MN,27,NULL,NULL,NULL,66.6
27051,5972,Minnesota,MN,27,45.6,44.4,46.85,11
27053,1265843,Minnesota,MN,27,36.1,35.25,37,2081.7
27055,18600,Minnesota,MN,27,44.9,43.4,46.3,34.5
27057,21491,Minnesota,MN,27,48.15,47.6,48.55,22.1
27059,40596,Minnesota,MN,27,39.15,38.45,39.85,86.8
27061,45130,Minnesota,MN,27,45.85,44.45,47.1,16.9
27063,9846,Minnesota,MN,27,44.1,42.7,45.6,14.6
27065,16337,Minnesota,MN,27,43.75,43.25,44.25,31.1
27067,43199,Minnesota,MN,27,39.5,37.7,41.5,53
27069,4298,Minnesota,MN,27,48.15,47,49.35,4.1
27071,12229,Minnesota,MN,27,47.95,47.4,48.5,4.3
27073,6623,Minnesota,MN,27,49.75,48.1,50.9,9.5
27075,10641,Minnesota,MN,27,49.35,48.6,49.9,5.2
27077,3740,Minnesota,MN,27,50.35,50.4,50.25,3.1
27079,28887,Minnesota,MN,27,40.95,40.6,41.3,61.7
27081,5639,Minnesota,MN,27,45.8,44.2,47.7,11
27083,25474,Minnesota,MN,27,35.15,34.3,36.3,36.2
27085,35893,Minnesota,MN,27,40.65,39.2,42,74.6
27087,5527,Minnesota,MN,27,36.35,35.8,36.8,9.7
27089,9336,Minnesota,MN,27,43.9,43.1,44.5,5.3
27091,19683,Minnesota,MN,27,45.5,44.05,47.1,29.3
27093,23222,Minnesota,MN,27,41.9,41.05,42.7,38.3
27095,26277,Minnesota,MN,27,40.75,39.45,41.95,45.6
27097,33386,Minnesota,MN,27,41.85,40.7,42.9,29.5
27099,40062,Minnesota,MN,27,39.2,37.75,40.8,55.1
27101,8194,Minnesota,MN,27,47,46.1,47.95,12.4
27103,34274,Minnesota,MN,27,35.45,34.75,36.15,73
27105,21629,Minnesota,MN,27,36.4,35.75,37.55,29.9
27107,6375,Minnesota,MN,27,44.6,43.4,45.7,7.9
27109,158293,Minnesota,MN,27,36.75,35.85,37.7,220.8
27111,58746,Minnesota,MN,27,46.6,45.15,47.9,29.1
27113,14119,Minnesota,MN,27,38.95,37.7,40.5,22.6
27115,29579,Minnesota,MN,27,43.7,42.25,45.55,21.1
27117,9126,Minnesota,MN,27,42.3,40.05,44.4,20.6
27119,31364,Minnesota,MN,27,39.5,37.95,41,16
27121,11249,Minnesota,MN,27,46.05,44.2,47.9,16.4
27123,550321,Minnesota,MN,27,34.6,33.55,35.9,3341.7
27125,4055,Minnesota,MN,27,42.05,41.55,42.8,9.5
27127,15170,Minnesota,MN,27,42.65,41.15,44.3,18.3
27129,14548,Minnesota,MN,27,44.25,43.3,45.15,16
27131,66972,Minnesota,MN,27,36,35.2,36.9,129.4
27133,9315,Minnesota,MN,27,41.2,39.8,42.45,20.1
27135,15165,Minnesota,MN,27,41.3,40.65,42.05,9.3
27137,199070,Minnesota,MN,27,40.8,39.3,42.4,32
27139,149013,Minnesota,MN,27,35.6,35.2,36,364.5
27141,97238,Minnesota,MN,27,35.45,34.85,36,204.4
27143,14865,Minnesota,MN,27,41.05,39.85,42.15,25.9
27145,161075,Minnesota,MN,27,34.05,33.3,34.85,112.2
27147,36649,Minnesota,MN,27,39.2,38.2,40.1,85.1
27149,9805,Minnesota,MN,27,33,32.35,34,17.3
27151,9266,Minnesota,MN,27,44.4,42.6,46.05,13.2
27153,24664,Minnesota,MN,27,43.55,42.55,44.65,26.3
27155,3259,Minnesota,MN,27,47.65,46.05,49.8,6.2
27157,21627,Minnesota,MN,27,44.1,43.4,44.85,41.4
27159,13682,Minnesota,MN,27,42.3,41,43.65,25.8
27161,18612,Minnesota,MN,27,39.55,39.35,39.65,45.2
27163,262440,Minnesota,MN,27,38.9,37.8,39.95,619.7
27165,10897,Minnesota,MN,27,41.1,40,42.25,25.8
27167,6207,Minnesota,MN,27,43.2,42.25,44.2,8.8
27169,50484,Minnesota,MN,27,33.85,33.55,34.2,82.2
27171,138377,Minnesota,MN,27,35.8,35.45,36.2,188.5
27173,9709,Minnesota,MN,27,42.85,40.95,44.7,13.8
26001,10405,Michigan,MI,26,57.2,57.15,57.2,16.2
26003,9108,Michigan,MI,26,49.05,45.8,52.35,10.5
26005,118081,Michigan,MI,26,39.8,39,40.6,135
26007,28405,Michigan,MI,26,47,45.35,48.45,51.8
26009,23324,Michigan,MI,26,49.65,48.85,50.35,49.6
26011,14883,Michigan,MI,26,48.9,48.4,49.35,43.8
26013,8209,Michigan,MI,26,43.9,41.5,46.6,9.9
26015,61550,Michigan,MI,26,42.55,41.7,43.35,107
26017,103126,Michigan,MI,26,42.65,40.85,44.4,243.7
26019,17766,Michigan,MI,26,48.55,47.35,49.5,54.8
26021,153401,Michigan,MI,26,41.8,40.2,43.25,276.2
26023,43517,Michigan,MI,26,40.5,39.45,41.85,89.4
26025,134159,Michigan,MI,26,39.7,38.3,41,192.8
26027,51787,Michigan,MI,26,44.15,43.45,44.95,106.7
26029,26143,Michigan,MI,26,47.25,46.35,48.1,62.3
26031,25276,Michigan,MI,26,49.4,48.35,50.45,36.6
26033,37349,Michigan,MI,26,39.7,38.8,41.4,24.7
26035,30950,Michigan,MI,26,46.85,46,47.6,54.8
26037,79595,Michigan,MI,26,39.85,38.85,40.85,133.1
26039,14029,Michigan,MI,26,49.7,49.6,49.8,25.3
26041,35784,Michigan,MI,26,46.55,45.45,47.7,31.7
26043,25239,Michigan,MI,26,46.35,45.1,47.3,34.4
26045,110268,Michigan,MI,26,40.9,39.3,42.3,187.3
26047,33415,Michigan,MI,26,44.3,43,45.7,69.9
26000,9986857,Michigan,MI,26,NULL,NULL,NULL,174.8
26049,405813,Michigan,MI,26,39.85,38.25,41.25,668.5
26051,25449,Michigan,MI,26,49.05,48.05,50.15,51.2
26053,13975,Michigan,MI,26,48.05,45.5,51.1,14.9
26055,93088,Michigan,MI,26,42.1,40.45,43.7,187.3
26057,40711,Michigan,MI,26,39.25,37.8,41.5,74.7
26059,45605,Michigan,MI,26,41.8,41,42.65,78.1
26061,35684,Michigan,MI,26,32.95,28.55,37.8,36.3
26063,30981,Michigan,MI,26,48.1,46.75,49.4,39.6
26065,292406,Michigan,MI,26,31.75,30.6,32.95,505.1
26067,64697,Michigan,MI,26,37.85,36.6,39.45,111.9
26069,25127,Michigan,MI,26,52.15,51.4,52.9,47.1
26071,11066,Michigan,MI,26,53.45,52.8,54,10.1
26073,69872,Michigan,MI,26,26.55,26.7,26.3,122.8
26075,158510,Michigan,MI,26,40.65,39.35,42.1,228.4
26077,265066,Michigan,MI,26,34.1,32.45,35.65,445.7
26079,18038,Michigan,MI,26,44.05,43.6,44.55,30.6
26081,656955,Michigan,MI,26,34.8,33.75,35.85,711.5
26083,2116,Michigan,MI,26,53.85,53.2,54.35,4
26085,11853,Michigan,MI,26,52.3,52.1,52.45,20.3
26087,87607,Michigan,MI,26,43.2,42.3,44.15,137.4
26089,21761,Michigan,MI,26,52.4,51.5,53.1,62.5
26091,98451,Michigan,MI,26,41.3,39.55,43.05,133.3
26093,191995,Michigan,MI,26,42.5,41.6,43.3,320.2
26095,6229,Michigan,MI,26,44.15,41.35,48.95,7.4
26097,10799,Michigan,MI,26,50.65,49.5,51.75,10.9
26099,873972,Michigan,MI,26,40.75,39.25,42.2,1754.9
26101,24558,Michigan,MI,26,48.6,46.25,50.85,45.6
26103,66699,Michigan,MI,26,39.25,38.55,39.8,37.1
26105,29144,Michigan,MI,26,45.8,44.25,47.35,58
26107,43453,Michigan,MI,26,35.3,33.3,37.45,77.1
26109,22780,Michigan,MI,26,47.8,46.85,48.85,23
26111,83156,Michigan,MI,26,41.25,39.5,42.8,162
26113,15118,Michigan,MI,26,43.15,42.55,43.7,26.3
26115,150500,Michigan,MI,26,41.85,40.8,42.8,276.7
26117,63888,Michigan,MI,26,40.65,39.65,41.65,89.8
26119,9328,Michigan,MI,26,54.95,54.5,55.35,17.9
26121,173566,Michigan,MI,26,38.9,37.7,40.15,344.9
26123,48980,Michigan,MI,26,42.45,41.5,43.3,59.6
26125,1257584,Michigan,MI,26,40.85,39.3,42.2,1385.7
26127,26467,Michigan,MI,26,43,42.2,43.65,51.9
26129,20997,Michigan,MI,26,49.35,48.8,49.85,38.5
26131,5720,Michigan,MI,26,56.05,56.05,56.15,5.2
26133,23460,Michigan,MI,26,42.85,41.75,43.9,41.5
26135,8241,Michigan,MI,26,51.6,50.9,52.2,15.3
26137,24668,Michigan,MI,26,44.35,43.7,44.85,46.9
26139,291830,Michigan,MI,26,34.65,33.85,35.45,468.2
26141,12592,Michigan,MI,26,53.5,53.4,53.65,20.3
26143,24019,Michigan,MI,26,54.8,54.25,55.35,47.1
26145,190539,Michigan,MI,26,40.5,38.5,42.25,250.2
26147,159128,Michigan,MI,26,43,41.95,43.85,226.1
26149,60964,Michigan,MI,26,39.3,38.15,40.4,122.4
26151,41170,Michigan,MI,26,44.35,43.4,45.25,44.8
26153,8094,Michigan,MI,26,50.3,49.05,51.3,7.2
26155,68122,Michigan,MI,26,42.1,40.8,43.35,133.1
26157,52245,Michigan,MI,26,43.6,42.3,44.85,69.4
26159,75677,Michigan,MI,26,41.05,39.9,42.05,125.5
26161,367601,Michigan,MI,26,33.3,32,34.55,488.4
26163,1749343,Michigan,MI,26,37.85,36.2,39.35,2974.4
26165,33631,Michigan,MI,26,41.75,40.9,42.6,57.9
28001,30693,Mississippi,MS,28,41.1,39.15,43.8,69.8
28003,36953,Mississippi,MS,28,39.8,38.15,41.3,92.6
28005,12297,Mississippi,MS,28,45.5,44.1,47.05,18
28007,18174,Mississippi,MS,28,39.7,38.1,40.95,26.6
28009,8259,Mississippi,MS,28,41.45,40.25,42.7,21.5
28011,30628,Mississippi,MS,28,34.1,32.15,36.35,39
28013,14361,Mississippi,MS,28,41,39,42.55,25.5
28015,9947,Mississippi,MS,28,44.85,43.3,46.6,16.9
28017,17103,Mississippi,MS,28,37.8,36,39.9,34.7
28019,8210,Mississippi,MS,28,42.8,41.45,44.2,20.4
28021,8988,Mississippi,MS,28,32.45,31.15,33.75,19.7
28023,15541,Mississippi,MS,28,41.7,40.55,42.7,24.2
